"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000406","02-03-2024","02:15:59",2024,11,"MACH00007","Machine 7","MODEL-3432","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","78.1","47.2","2.99","43.81",8648,"9.07","Idle","91.32","No","87.13",1,13,15,3337,"E005","Error condition E005","16-12-2024","03-07-2024"
"LOG00000407","02-02-2024","14:59:16",2024,6,"MACH00008","Machine 8","MODEL-9403","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","23","67.7","5.01","29.04",2581,"31.7","Maintenance","76.81","No","94.74",21,1,5,4000,"None","No errors","18-11-2024","10-03-2024"
"LOG00000408","09-03-2024","11:55:44",2024,9,"MACH00009","Machine 9","MODEL-9686","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","54.5","71","6.63","36.87",2001,"23.57","Error","60.74","Yes","87.58",1,8,9,8864,"E001","Error condition E001","19-06-2024","06-08-2024"
"LOG00000409","05-04-2024","08:45:01",2024,12,"MACH00010","Machine 10","MODEL-7522","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","25.8","77.7","2.52","1.08",3498,"30.07","Stopped","65.19","Yes","86.23",4,4,7,4417,"E002","Error condition E002","20-11-2024","03-02-2024"
"LOG00000410","08-05-2024","12:12:00",2024,7,"MACH00011","Machine 11","MODEL-3337","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","22.6","44.8","3.55","24.75",3410,"34.66","Running","85.18","No","96.22",5,4,10,4691,"E003","Error condition E003","03-05-2024","27-07-2024"
"LOG00000411","03-10-2024","15:23:44",2024,6,"MACH00012","Machine 12","MODEL-7985","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","69.5","43.6","9.62","6.82",6562,"14.2","Idle","98.69","No","85.2",7,9,20,2416,"E004","Error condition E004","12-07-2024","28-03-2024"
"LOG00000412","04-11-2024","20:50:00",2024,7,"MACH00013","Machine 13","MODEL-8702","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","65.7","63.5","9.06","17.57",7507,"5.09","Maintenance","96.37","No","83.53",13,2,10,6004,"E005","Error condition E005","14-07-2024","23-12-2024"
"LOG00000413","01-04-2024","23:00:30",2024,8,"MACH00014","Machine 14","MODEL-5592","Drill","Mitsubishi","FAC06","Factory 6","LINE024","Assembly Line 24","42.7","39.9","6.32","38.1",3166,"16.6","Error","53.95","Yes","75.62",6,24,7,6864,"None","No errors","12-09-2024","20-09-2024"
"LOG00000414","22-11-2024","10:11:26",2024,4,"MACH00015","Machine 15","MODEL-5399","Lathe","Yaskawa","FAC07","Factory 7","LINE025","Assembly Line 25","48.8","78.8","5.6","33.06",7391,"17.36","Stopped","86.43","No","92.94",15,8,19,1742,"E001","Error condition E001","06-06-2024","03-01-2024"
"LOG00000415","01-02-2024","22:35:36",2024,11,"MACH00016","Machine 16","MODEL-3193","Compressor","Omron","FAC08","Factory 8","LINE026","Assembly Line 26","50.1","74.9","8.01","5.53",7303,"21.1","Running","70.59","No","68.12",9,2,12,9663,"E002","Error condition E002","04-03-2024","21-09-2024"
"LOG00000416","09-02-2024","00:25:00",2024,3,"MACH00017","Machine 17","MODEL-6135","CNC Machine","Siemens","FAC01","Factory 1","LINE027","Assembly Line 27","37.1","66.8","4.01","17.14",8287,"16.72","Idle","80.74","No","87.19",1,8,23,3318,"E003","Error condition E003","05-07-2024","18-04-2024"
"LOG00000417","11-05-2024","09:37:46",2024,9,"MACH00018","Machine 18","MODEL-9140","Hydraulic Press","ABB","FAC02","Factory 2","LINE028","Assembly Line 28","27.7","37.3","9.96","49.2",7403,"33","Maintenance","99.87","No","66.79",13,22,6,4767,"E004","Error condition E004","06-06-2024","04-07-2024"
"LOG00000418","20-11-2024","05:52:41",2024,2,"MACH00019","Machine 19","MODEL-2855","Conveyor","Fanuc","FAC03","Factory 3","LINE029","Assembly Line 29","76.4","65.9","6.48","33.18",2900,"10.59","Error","76.38","No","93.68",11,9,18,1655,"E005","Error condition E005","10-10-2024","24-10-2024"
"LOG00000419","22-08-2024","05:55:06",2024,2,"MACH00020","Machine 20","MODEL-4682","Robot Arm","KUKA","FAC04","Factory 4","LINE030","Assembly Line 30","68","47.9","7.64","15.03",2881,"22.3","Stopped","98.18","No","84.5",21,8,7,4191,"None","No errors","09-10-2024","20-08-2024"
"LOG00000420","07-05-2024","12:18:02",2024,1,"MACH00021","Machine 21","MODEL-6886","Welder","Bosch","FAC05","Factory 5","LINE001","Assembly Line 1","25.9","64.8","7.67","21.13",193,"14.18","Running","86.14","No","70.17",19,20,5,7413,"E001","Error condition E001","26-08-2024","13-05-2024"
"LOG00000421","18-05-2024","01:36:04",2024,5,"MACH00022","Machine 22","MODEL-7442","Drill","Mitsubishi","FAC06","Factory 6","LINE002","Assembly Line 2","58.6","66.2","3.95","40.14",716,"29.89","Idle","98.02","No","83.48",10,22,9,7643,"E002","Error condition E002","01-03-2024","05-09-2024"
"LOG00000422","03-02-2024","05:15:17",2024,3,"MACH00023","Machine 23","MODEL-3945","Lathe","Yaskawa","FAC07","Factory 7","LINE003","Assembly Line 3","32.4","74.5","0.59","32.07",4867,"15.48","Maintenance","92.37","No","66.38",0,24,0,5517,"E003","Error condition E003","14-06-2024","04-02-2024"
"LOG00000423","01-11-2024","10:06:46",2024,1,"MACH00024","Machine 24","MODEL-5773","Compressor","Omron","FAC08","Factory 8","LINE004","Assembly Line 4","49.3","31","3.07","46.05",7849,"13.79","Error","55","Yes","90.53",11,14,2,8224,"E004","Error condition E004","11-05-2024","14-08-2024"
"LOG00000424","09-03-2024","06:03:07",2024,10,"MACH00025","Machine 25","MODEL-4429","CNC Machine","Siemens","FAC01","Factory 1","LINE005","Assembly Line 5","58.9","70.7","6.53","8.23",2488,"20.7","Stopped","80.61","No","87.61",18,13,0,2053,"E005","Error condition E005","25-04-2024","10-12-2024"
"LOG00000425","10-04-2024","13:10:50",2024,8,"MACH00026","Machine 26","MODEL-1825","Hydraulic Press","ABB","FAC02","Factory 2","LINE006","Assembly Line 6","71.1","77.4","6.36","5.09",5745,"47.04","Running","53.2","Yes","61.01",8,16,6,4095,"None","No errors","08-12-2024","11-08-2024"
"LOG00000426","04-04-2024","17:54:22",2024,5,"MACH00027","Machine 27","MODEL-8775","Conveyor","Fanuc","FAC03","Factory 3","LINE007","Assembly Line 7","74.3","42.6","4.86","23.64",3644,"37.97","Idle","62.35","Yes","69.34",2,7,7,1142,"E001","Error condition E001","25-01-2024","25-12-2024"
"LOG00000427","14-08-2024","22:32:47",2024,2,"MACH00028","Machine 28","MODEL-8407","Robot Arm","KUKA","FAC04","Factory 4","LINE008","Assembly Line 8","79.6","62.3","2.08","4.1",932,"44.97","Maintenance","52.66","Yes","72.96",12,11,10,9578,"E002","Error condition E002","15-11-2024","12-10-2024"
"LOG00000428","04-03-2024","19:25:18",2024,6,"MACH00029","Machine 29","MODEL-4931","Welder","Bosch","FAC05","Factory 5","LINE009","Assembly Line 9","31.9","69.5","3.54","20.33",695,"39.98","Error","91.88","No","88.39",14,7,23,1879,"E003","Error condition E003","06-12-2024","26-07-2024"
"LOG00000429","24-12-2024","18:48:43",2024,3,"MACH00030","Machine 30","MODEL-3344","Drill","Mitsubishi","FAC06","Factory 6","LINE010","Assembly Line 10","42.6","67.7","2.76","33.82",1267,"49.29","Stopped","79.72","No","66",19,22,19,9509,"E004","Error condition E004","15-05-2024","14-10-2024"
"LOG00000430","21-09-2024","11:13:20",2024,3,"MACH00031","Machine 31","MODEL-3480","Lathe","Yaskawa","FAC07","Factory 7","LINE011","Assembly Line 11","78.2","75.5","8.08","30.21",3431,"49.87","Running","54.89","Yes","99.27",21,8,9,4637,"E005","Error condition E005","01-07-2024","26-08-2024"
"LOG00000431","19-10-2024","11:06:34",2024,11,"MACH00032","Machine 32","MODEL-8482","Compressor","Omron","FAC08","Factory 8","LINE012","Assembly Line 12","31.1","59.5","7.35","32.88",2086,"29.47","Idle","82.69","No","62.48",22,19,2,8693,"None","No errors","01-06-2024","16-07-2024"
"LOG00000432","07-08-2024","10:52:08",2024,4,"MACH00033","Machine 33","MODEL-9331","CNC Machine","Siemens","FAC01","Factory 1","LINE013","Assembly Line 13","50.6","70.8","4.95","33.22",8443,"0.56","Maintenance","90.18","No","91.32",20,14,4,5751,"E001","Error condition E001","15-07-2024","17-12-2024"
"LOG00000433","27-03-2024","17:12:32",2024,9,"MACH00034","Machine 34","MODEL-8323","Hydraulic Press","ABB","FAC02","Factory 2","LINE014","Assembly Line 14","33","46.4","2.61","9.57",3350,"21.13","Error","78.79","No","90.87",7,15,22,7354,"E002","Error condition E002","25-02-2024","27-07-2024"
"LOG00000434","10-11-2024","17:33:02",2024,10,"MACH00035","Machine 35","MODEL-4776","Conveyor","Fanuc","FAC03","Factory 3","LINE015","Assembly Line 15","31.2","33.2","0.51","7.1",5585,"5.96","Stopped","93.71","No","96.59",3,20,3,8032,"E003","Error condition E003","18-02-2024","05-12-2024"
"LOG00000435","15-03-2024","07:50:24",2024,5,"MACH00036","Machine 36","MODEL-4624","Robot Arm","KUKA","FAC04","Factory 4","LINE016","Assembly Line 16","64.8","67.1","4.89","25.19",9758,"21.81","Running","98.28","No","69.63",24,22,0,999,"E004","Error condition E004","28-04-2024","23-08-2024"
"LOG00000436","18-01-2024","02:48:19",2024,5,"MACH00037","Machine 37","MODEL-2134","Welder","Bosch","FAC05","Factory 5","LINE017","Assembly Line 17","51.4","63.7","4.7","20.73",5325,"27.68","Idle","68.09","Yes","75.7",0,0,10,8264,"E005","Error condition E005","18-03-2024","26-08-2024"
"LOG00000437","04-07-2024","12:51:40",2024,3,"MACH00038","Machine 38","MODEL-7715","Drill","Mitsubishi","FAC06","Factory 6","LINE018","Assembly Line 18","38.6","76.5","5.29","7.62",8164,"36.5","Maintenance","60.35","Yes","76.27",15,14,9,7298,"None","No errors","09-10-2024","24-05-2024"
"LOG00000438","02-01-2024","00:59:51",2024,8,"MACH00039","Machine 39","MODEL-1222","Lathe","Yaskawa","FAC07","Factory 7","LINE019","Assembly Line 19","57.5","44.7","7.96","20.61",887,"1.26","Error","88.33","No","77.23",14,2,17,4562,"E001","Error condition E001","05-03-2024","21-11-2024"
"LOG00000439","19-05-2024","04:27:38",2024,1,"MACH00040","Machine 40","MODEL-5325","Compressor","Omron","FAC08","Factory 8","LINE020","Assembly Line 20","33.5","30.1","4.05","31.97",8445,"12.23","Stopped","63.6","Yes","98.04",13,7,10,615,"E002","Error condition E002","01-03-2024","14-09-2024"
"LOG00000440","23-08-2024","11:33:57",2024,12,"MACH00041","Machine 41","MODEL-4412","CNC Machine","Siemens","FAC01","Factory 1","LINE021","Assembly Line 21","26.5","74.4","4.81","10.63",3790,"32.36","Running","69.19","Yes","64.77",14,11,8,7946,"E003","Error condition E003","27-12-2024","17-01-2024"
"LOG00000441","15-10-2024","19:44:40",2024,5,"MACH00042","Machine 42","MODEL-3627","Hydraulic Press","ABB","FAC02","Factory 2","LINE022","Assembly Line 22","69","36.6","3.85","41.31",879,"30.59","Idle","51.84","Yes","96.79",22,8,12,962,"E004","Error condition E004","19-05-2024","06-06-2024"
"LOG00000442","11-08-2024","14:55:04",2024,11,"MACH00043","Machine 43","MODEL-3786","Conveyor","Fanuc","FAC03","Factory 3","LINE023","Assembly Line 23","20","79","4.87","18.22",2095,"37.51","Maintenance","79.21","No","82",19,0,11,6025,"E005","Error condition E005","03-12-2024","10-03-2024"
"LOG00000443","15-01-2024","03:22:57",2024,9,"MACH00044","Machine 44","MODEL-7848","Robot Arm","KUKA","FAC04","Factory 4","LINE024","Assembly Line 24","51.7","66.2","8.44","29.23",7593,"21.39","Error","64.49","Yes","61.49",21,1,14,7412,"None","No errors","17-04-2024","19-11-2024"
"LOG00000444","25-11-2024","10:39:57",2024,9,"MACH00045","Machine 45","MODEL-1944","Welder","Bosch","FAC05","Factory 5","LINE025","Assembly Line 25","33.1","66.7","7.12","41.01",4986,"17.57","Stopped","61.17","Yes","97.89",13,21,9,6584,"E001","Error condition E001","24-08-2024","27-07-2024"
"LOG00000445","19-06-2024","04:25:04",2024,10,"MACH00046","Machine 46","MODEL-8228","Drill","Mitsubishi","FAC06","Factory 6","LINE026","Assembly Line 26","37","52","6.32","10.13",5031,"34.8","Running","90.46","No","84.02",1,9,23,8378,"E002","Error condition E002","12-05-2024","06-09-2024"
"LOG00000446","07-03-2024","08:13:50",2024,10,"MACH00047","Machine 47","MODEL-5221","Lathe","Yaskawa","FAC07","Factory 7","LINE027","Assembly Line 27","45.7","48.6","5.74","47.4",6060,"27.97","Idle","58.15","Yes","79.72",4,16,9,7806,"E003","Error condition E003","02-09-2024","26-03-2024"
"LOG00000447","02-03-2024","06:01:53",2024,5,"MACH00048","Machine 48","MODEL-5359","Compressor","Omron","FAC08","Factory 8","LINE028","Assembly Line 28","62.5","68.4","6.52","41.83",7319,"23.8","Maintenance","97.52","No","98.84",17,8,2,6139,"E004","Error condition E004","25-08-2024","13-08-2024"
"LOG00000448","19-01-2024","10:53:28",2024,10,"MACH00049","Machine 49","MODEL-2919","CNC Machine","Siemens","FAC01","Factory 1","LINE029","Assembly Line 29","57.6","52.5","4.34","21.98",4345,"36.45","Error","60.13","Yes","61.17",6,12,11,2998,"E005","Error condition E005","19-04-2024","21-11-2024"
"LOG00000449","18-12-2024","04:10:40",2024,9,"MACH00050","Machine 50","MODEL-7902","Hydraulic Press","ABB","FAC02","Factory 2","LINE030","Assembly Line 30","59.7","71.5","2.4","30.51",8519,"44.39","Stopped","92.51","No","70.01",20,12,4,7419,"None","No errors","06-12-2024","28-10-2024"
"LOG00000450","21-10-2024","19:26:08",2024,8,"MACH00051","Machine 51","MODEL-2192","Conveyor","Fanuc","FAC03","Factory 3","LINE001","Assembly Line 1","29.2","45.1","8.86","47.48",144,"17.26","Running","90.21","No","65.37",3,7,21,8069,"E001","Error condition E001","23-08-2024","10-03-2024"
"LOG00000451","09-08-2024","13:38:27",2024,10,"MACH00052","Machine 52","MODEL-7132","Robot Arm","KUKA","FAC04","Factory 4","LINE002","Assembly Line 2","24.3","42.9","1.62","20.94",3017,"42.05","Idle","64.68","Yes","84.08",1,19,11,7128,"E002","Error condition E002","02-01-2024","23-03-2024"
"LOG00000452","13-09-2024","15:41:35",2024,11,"MACH00053","Machine 53","MODEL-9309","Welder","Bosch","FAC05","Factory 5","LINE003","Assembly Line 3","69.9","61.2","7.07","41.87",3639,"5.01","Maintenance","60.58","Yes","65.33",22,11,24,2273,"E003","Error condition E003","26-01-2024","22-07-2024"
"LOG00000453","24-04-2024","07:12:57",2024,12,"MACH00054","Machine 54","MODEL-6653","Drill","Mitsubishi","FAC06","Factory 6","LINE004","Assembly Line 4","39.3","36.4","8.71","31.9",2724,"9.31","Error","66.53","Yes","99.74",17,0,18,5628,"E004","Error condition E004","09-11-2024","24-01-2024"
"LOG00000454","05-10-2024","09:11:47",2024,12,"MACH00055","Machine 55","MODEL-7204","Lathe","Yaskawa","FAC07","Factory 7","LINE005","Assembly Line 5","42","77.5","3.27","26.15",9813,"13.86","Stopped","85.63","No","62.95",5,18,13,4797,"E005","Error condition E005","10-04-2024","04-05-2024"
"LOG00000455","21-03-2024","03:57:48",2024,12,"MACH00056","Machine 56","MODEL-9277","Compressor","Omron","FAC08","Factory 8","LINE006","Assembly Line 6","23","62.7","5.89","14.92",8597,"46.2","Running","83.18","No","77.43",17,16,0,7143,"None","No errors","04-04-2024","12-04-2024"
"LOG00000456","28-03-2024","15:12:34",2024,12,"MACH00057","Machine 57","MODEL-6700","CNC Machine","Siemens","FAC01","Factory 1","LINE007","Assembly Line 7","54.5","70.6","9.84","32.04",8788,"25.46","Idle","62.22","Yes","62.81",16,17,22,4354,"E001","Error condition E001","27-03-2024","19-06-2024"
"LOG00000457","25-11-2024","00:50:59",2024,7,"MACH00058","Machine 58","MODEL-7769","Hydraulic Press","ABB","FAC02","Factory 2","LINE008","Assembly Line 8","51.4","37.5","0.95","39.09",7773,"38.81","Maintenance","67.25","Yes","76.8",4,4,1,601,"E002","Error condition E002","19-03-2024","16-09-2024"
"LOG00000458","22-11-2024","01:59:16",2024,10,"MACH00059","Machine 59","MODEL-2550","Conveyor","Fanuc","FAC03","Factory 3","LINE009","Assembly Line 9","21.2","79.4","3.92","26.99",3285,"21.31","Error","58.14","Yes","86.02",9,7,20,5587,"E003","Error condition E003","10-09-2024","28-12-2024"
"LOG00000459","13-12-2024","07:09:01",2024,3,"MACH00060","Machine 60","MODEL-2142","Robot Arm","KUKA","FAC04","Factory 4","LINE010","Assembly Line 10","68.5","73.3","9.57","15.65",9676,"30.49","Stopped","90.07","No","83.4",17,20,6,4951,"E004","Error condition E004","20-03-2024","02-07-2024"
"LOG00000460","25-12-2024","09:06:10",2024,7,"MACH00061","Machine 61","MODEL-2017","Welder","Bosch","FAC05","Factory 5","LINE011","Assembly Line 11","79.8","47.8","5.64","13.52",4041,"37.55","Running","93.24","No","86.95",11,11,20,2151,"E005","Error condition E005","10-10-2024","02-02-2024"
"LOG00000461","02-06-2024","12:07:26",2024,6,"MACH00062","Machine 62","MODEL-1278","Drill","Mitsubishi","FAC06","Factory 6","LINE012","Assembly Line 12","38.2","78.1","9.59","48.23",7456,"2.08","Idle","94.47","No","79.45",13,2,2,9712,"None","No errors","27-07-2024","13-06-2024"
"LOG00000462","13-04-2024","18:22:12",2024,7,"MACH00063","Machine 63","MODEL-9912","Lathe","Yaskawa","FAC07","Factory 7","LINE013","Assembly Line 13","69.9","34.3","2.17","30.48",8616,"5.25","Maintenance","72.6","No","96.2",12,0,19,5015,"E001","Error condition E001","07-11-2024","04-06-2024"
"LOG00000463","26-04-2024","13:10:58",2024,1,"MACH00064","Machine 64","MODEL-5254","Compressor","Omron","FAC08","Factory 8","LINE014","Assembly Line 14","70.5","49.4","0.94","43.99",5986,"49.14","Error","85.86","No","97.81",10,1,2,2249,"E002","Error condition E002","06-11-2024","26-10-2024"
"LOG00000464","04-09-2024","18:15:32",2024,1,"MACH00065","Machine 65","MODEL-7140","CNC Machine","Siemens","FAC01","Factory 1","LINE015","Assembly Line 15","38.7","35.8","1.83","6.98",5376,"48.92","Stopped","98.47","No","72.85",15,9,17,989,"E003","Error condition E003","04-06-2024","11-03-2024"
"LOG00000465","27-10-2024","15:21:33",2024,11,"MACH00066","Machine 66","MODEL-9320","Hydraulic Press","ABB","FAC02","Factory 2","LINE016","Assembly Line 16","78.8","65.1","7.72","10.94",8700,"28.93","Running","76.83","No","60.26",13,6,6,6575,"E004","Error condition E004","09-03-2024","18-03-2024"
"LOG00000466","10-09-2024","20:12:21",2024,1,"MACH00067","Machine 67","MODEL-2818","Conveyor","Fanuc","FAC03","Factory 3","LINE017","Assembly Line 17","73.6","60.2","1.45","7.22",4965,"22.92","Idle","55.36","Yes","93.8",9,24,3,9681,"E005","Error condition E005","06-01-2024","22-09-2024"
"LOG00000467","10-02-2024","20:02:33",2024,3,"MACH00068","Machine 68","MODEL-2737","Robot Arm","KUKA","FAC04","Factory 4","LINE018","Assembly Line 18","23.7","69.1","7.2","42.7",2931,"2.63","Maintenance","78.49","No","95.69",1,6,17,6429,"None","No errors","27-12-2024","19-07-2024"
"LOG00000468","07-06-2024","09:17:31",2024,6,"MACH00069","Machine 69","MODEL-7121","Welder","Bosch","FAC05","Factory 5","LINE019","Assembly Line 19","35.7","65.8","1.55","26.97",6149,"27.67","Error","57.38","Yes","62.42",7,18,3,9791,"E001","Error condition E001","11-04-2024","22-03-2024"
"LOG00000469","28-09-2024","13:47:07",2024,3,"MACH00070","Machine 70","MODEL-4213","Drill","Mitsubishi","FAC06","Factory 6","LINE020","Assembly Line 20","60.3","31.2","2.27","22.55",1774,"10.6","Stopped","63.39","Yes","72.48",6,17,13,4532,"E002","Error condition E002","13-05-2024","24-07-2024"
"LOG00000470","28-03-2024","09:56:28",2024,12,"MACH00071","Machine 71","MODEL-4325","Lathe","Yaskawa","FAC07","Factory 7","LINE021","Assembly Line 21","45.1","63.2","8.93","44.82",935,"33.82","Running","89","No","80.57",24,16,10,8373,"E003","Error condition E003","21-11-2024","07-07-2024"
"LOG00000471","23-05-2024","09:38:49",2024,12,"MACH00072","Machine 72","MODEL-7335","Compressor","Omron","FAC08","Factory 8","LINE022","Assembly Line 22","63.6","72.3","8.3","13.81",6955,"16.94","Idle","93.33","No","63.68",17,16,13,2253,"E004","Error condition E004","12-02-2024","03-03-2024"
"LOG00000472","08-11-2024","10:09:24",2024,10,"MACH00073","Machine 73","MODEL-9480","CNC Machine","Siemens","FAC01","Factory 1","LINE023","Assembly Line 23","63.7","48.8","0.78","45.64",833,"36.5","Maintenance","86.86","No","66.68",9,0,23,6220,"E005","Error condition E005","16-08-2024","10-07-2024"
"LOG00000473","13-03-2024","22:44:08",2024,9,"MACH00074","Machine 74","MODEL-7332","Hydraulic Press","ABB","FAC02","Factory 2","LINE024","Assembly Line 24","51.6","47.3","5.74","41.41",2392,"9.73","Error","55.82","Yes","94.86",3,7,20,2320,"None","No errors","18-05-2024","05-03-2024"
"LOG00000474","08-02-2024","03:25:17",2024,9,"MACH00075","Machine 75","MODEL-2949","Conveyor","Fanuc","FAC03","Factory 3","LINE025","Assembly Line 25","66.3","35","2.57","30.42",9374,"25.76","Stopped","64.62","Yes","66.75",24,19,23,513,"E001","Error condition E001","16-11-2024","07-04-2024"
"LOG00000475","16-09-2024","17:13:19",2024,8,"MACH00076","Machine 76","MODEL-8690","Robot Arm","KUKA","FAC04","Factory 4","LINE026","Assembly Line 26","46.2","32.6","1.23","26.03",2435,"16.23","Running","61.76","Yes","87.15",17,14,7,1428,"E002","Error condition E002","19-06-2024","22-10-2024"
"LOG00000476","21-12-2024","07:31:40",2024,2,"MACH00077","Machine 77","MODEL-5084","Welder","Bosch","FAC05","Factory 5","LINE027","Assembly Line 27","78.3","66.2","3.85","47.06",8312,"13.77","Idle","71.55","No","99.16",10,13,22,5972,"E003","Error condition E003","14-01-2024","28-06-2024"
"LOG00000477","28-12-2024","19:19:55",2024,10,"MACH00078","Machine 78","MODEL-7115","Drill","Mitsubishi","FAC06","Factory 6","LINE028","Assembly Line 28","49.2","31.7","2.62","32.69",5567,"12.03","Maintenance","84.6","No","63.97",18,17,7,7726,"E004","Error condition E004","18-12-2024","01-04-2024"
"LOG00000478","25-01-2024","18:47:32",2024,12,"MACH00079","Machine 79","MODEL-4415","Lathe","Yaskawa","FAC07","Factory 7","LINE029","Assembly Line 29","31.4","43","4.96","9.84",9828,"2.06","Error","89.82","No","73.77",17,2,4,629,"E005","Error condition E005","21-05-2024","21-01-2024"
"LOG00000479","21-07-2024","19:07:55",2024,10,"MACH00080","Machine 80","MODEL-6576","Compressor","Omron","FAC08","Factory 8","LINE030","Assembly Line 30","79","54.2","5.76","4.73",7605,"13.61","Stopped","90.87","No","72.07",24,18,22,4144,"None","No errors","07-06-2024","27-12-2024"
"LOG00000480","10-07-2024","15:03:57",2024,2,"MACH00081","Machine 81","MODEL-1181","CNC Machine","Siemens","FAC01","Factory 1","LINE001","Assembly Line 1","79.9","37.9","7.45","12.47",9632,"23.72","Running","79.7","No","66.76",17,0,22,7111,"E001","Error condition E001","17-09-2024","17-02-2024"
"LOG00000481","23-04-2024","10:25:57",2024,10,"MACH00082","Machine 82","MODEL-8739","Hydraulic Press","ABB","FAC02","Factory 2","LINE002","Assembly Line 2","60.8","47.2","5.92","20.83",6381,"32.29","Idle","89.06","No","97.96",16,1,0,5400,"E002","Error condition E002","15-11-2024","20-05-2024"
"LOG00000482","26-10-2024","11:09:20",2024,6,"MACH00083","Machine 83","MODEL-6922","Conveyor","Fanuc","FAC03","Factory 3","LINE003","Assembly Line 3","76.7","55.4","9.95","3.3",492,"34.48","Maintenance","69.1","Yes","93.71",23,16,7,9758,"E003","Error condition E003","09-02-2024","22-01-2024"
"LOG00000483","06-07-2024","22:22:10",2024,2,"MACH00084","Machine 84","MODEL-8264","Robot Arm","KUKA","FAC04","Factory 4","LINE004","Assembly Line 4","49.4","42.6","1.94","17.36",7443,"13.1","Error","88.03","No","82.08",4,16,0,6314,"E004","Error condition E004","01-07-2024","09-03-2024"
"LOG00000484","14-04-2024","06:26:52",2024,3,"MACH00085","Machine 85","MODEL-2836","Welder","Bosch","FAC05","Factory 5","LINE005","Assembly Line 5","55","33.6","3.92","1.28",1394,"7.55","Stopped","85.59","No","66.35",8,16,10,6401,"E005","Error condition E005","10-04-2024","24-07-2024"
"LOG00000485","28-03-2024","05:31:57",2024,3,"MACH00086","Machine 86","MODEL-5710","Drill","Mitsubishi","FAC06","Factory 6","LINE006","Assembly Line 6","48.5","51.7","1.21","27.56",2068,"34.96","Running","68.02","Yes","96.43",14,23,21,8200,"None","No errors","09-04-2024","01-10-2024"
"LOG00000486","02-08-2024","09:44:42",2024,6,"MACH00087","Machine 87","MODEL-1948","Lathe","Yaskawa","FAC07","Factory 7","LINE007","Assembly Line 7","63.7","45.7","9.64","47.83",4967,"17.59","Idle","86.45","No","87.54",24,11,5,1396,"E001","Error condition E001","21-12-2024","17-12-2024"
"LOG00000487","10-07-2024","04:43:16",2024,6,"MACH00088","Machine 88","MODEL-3183","Compressor","Omron","FAC08","Factory 8","LINE008","Assembly Line 8","35.1","34.6","6.98","29.71",6693,"14.53","Maintenance","75.69","No","63.96",6,13,9,562,"E002","Error condition E002","12-05-2024","06-08-2024"
"LOG00000488","02-03-2024","05:14:23",2024,1,"MACH00089","Machine 89","MODEL-6598","CNC Machine","Siemens","FAC01","Factory 1","LINE009","Assembly Line 9","65.4","76.9","6.14","41.45",1536,"26.55","Error","63.88","Yes","75.92",19,2,18,6962,"E003","Error condition E003","27-09-2024","13-04-2024"
"LOG00000489","03-09-2024","22:06:03",2024,11,"MACH00090","Machine 90","MODEL-4720","Hydraulic Press","ABB","FAC02","Factory 2","LINE010","Assembly Line 10","75.6","78.6","5.31","8.21",7547,"2.46","Stopped","57.38","Yes","62.03",11,19,2,1368,"E004","Error condition E004","14-03-2024","09-08-2024"
"LOG00000490","06-09-2024","00:46:10",2024,1,"MACH00091","Machine 91","MODEL-7560","Conveyor","Fanuc","FAC03","Factory 3","LINE011","Assembly Line 11","31.1","44.6","7.16","35.95",1969,"35.21","Running","73.88","No","71.2",24,19,23,6231,"E005","Error condition E005","12-05-2024","05-02-2024"
"LOG00000491","03-02-2024","21:32:33",2024,10,"MACH00092","Machine 92","MODEL-2376","Robot Arm","KUKA","FAC04","Factory 4","LINE012","Assembly Line 12","47.4","63.5","5.54","13.32",2413,"32.99","Idle","87.82","No","64.07",0,18,23,1969,"None","No errors","06-05-2024","07-09-2024"
"LOG00000492","22-09-2024","07:13:57",2024,9,"MACH00093","Machine 93","MODEL-3099","Welder","Bosch","FAC05","Factory 5","LINE013","Assembly Line 13","49","69","7.09","12.97",8798,"48.64","Maintenance","84.82","No","66.09",1,7,6,5343,"E001","Error condition E001","23-09-2024","10-05-2024"
"LOG00000493","27-04-2024","15:11:11",2024,3,"MACH00094","Machine 94","MODEL-3142","Drill","Mitsubishi","FAC06","Factory 6","LINE014","Assembly Line 14","49.2","78.1","7.92","6.07",1303,"47.7","Error","87.28","No","74.63",23,2,4,2692,"E002","Error condition E002","23-07-2024","03-05-2024"
